,PDB,DUD-e,Split
1274,1h3b,False,train
1275,1o6r,False,train
1276,1gsz,False,train
1277,1h37,False,train
1278,1h35,False,train
1279,1o6q,False,train
1280,1h36,False,train
1281,3fu0,True,train
1282,3fuh,True,train
1283,3ftz,True,train
1284,3fud,True,train
1285,3fuf,True,train
1286,3ftw,True,train
1287,3fue,True,train
1288,3fu3,True,train
1289,3ftv,True,train
1290,3fuk,True,train
1291,3fty,True,train
1292,3ftu,True,val
1293,3fuj,True,train
1294,3fts,True,train
1295,3ful,True,train
1296,3fum,True,train
1297,3fu6,True,train
1298,3fu5,True,train
1299,5bpp,True,train
1300,3chp,True,train
1301,1hs6,True,train
1302,4l2l,True,train
1303,5n3w,True,train
1304,3cho,True,train
1305,3fun,True,val
1306,3fh8,True,train
1307,3fui,True,train
1308,3fh5,True,train
1309,3chr,True,train
1310,5aen,True,train
1311,3fh7,True,train
1312,3chq,True,val
1313,3b7r,True,train
1314,3b7u,True,val
1315,3chs,True,train
1316,2r59,True,val
1317,3fhe,True,train
1318,2vj8,True,train
1319,5d6j,False,train
1320,5ey8,False,train
1321,6f9r,True,train
1322,6qs1,True,removed
1323,4ca6,True,train
1324,6f9v,True,train
1325,2xyd,True,train
1326,2c6n,True,train
1327,4bzs,True,train
1328,6en6,True,train
1329,6en5,True,train
1330,4bxk,True,removed
1331,3nxq,True,train
1332,6h5x,True,train
1333,5ey9,False,train
1334,2epn,False,train
1335,4rcg,False,removed
1336,1m51,False,train
1337,1nhx,False,train
1338,2gmv,False,train
1339,4ph4,False,train
1340,4uwf,False,train
1341,4uwg,False,train
1342,4uwh,False,val
1343,4uwl,False,train
1344,4oys,False,train
1345,4uwk,False,train
1346,6i3u,False,removed
1347,2rkd,False,train
1348,3moh,False,train
1349,2rka,False,train
1350,3mof,False,train
1351,2rk8,False,train
1352,2rk7,False,train
1353,2rke,False,train
1354,3moe,False,train
1355,6p5o,False,removed
1356,5w94,False,train
1357,6oxl,False,removed
1358,2jkr,False,train
1359,2jkt,False,train
1360,2ioa,False,train
1361,3w0l,False,train
1362,4ayx,False,train
1363,4ayt,False,train
1364,4ayw,False,train
1365,5ndd,False,train
1366,3rg2,False,val
1367,5iyv,False,train
1368,5ixt,False,train
1369,5ixq,False,train
1370,5izl,False,removed
1371,5izm,False,removed
1372,5izk,False,removed
1373,5k5s,False,removed
1374,6d4o,False,train
1375,6bo6,False,train
1376,1thz,False,train
1377,2b1g,False,train
1378,2b1i,False,train
1379,2iu0,False,train
1380,1m9n,False,train
1381,1oz0,False,train
1382,1iew,False,train
1383,6md6,False,test
1384,1x38,False,train
1385,1lq2,False,train
1386,1x39,False,train
1387,6u9v,False,removed
1388,2fah,False,train
1389,4ezt,False,train
1390,4ezz,False,train
1391,4ezq,False,train
1392,4ezr,False,train
1393,4e81,False,train
1394,4ezy,False,train
1395,4ezx,False,train
1396,4jne,False,train
1397,4jn4,False,train
1398,3qnj,False,train
1399,4ezw,False,train
1400,4hyb,False,train
1401,4ezo,False,train
1402,4hy9,False,train
1403,3dpo,False,train
1404,4aa2,True,train
1405,2x96,True,removed
1406,4aa1,True,train
1407,2x95,True,train
1408,2x97,True,train
1409,4ca8,True,train
1410,2x91,True,train
1411,2xhm,True,train
1412,4ca7,True,train
1413,1j36,True,train
1414,2x8z,True,train
1415,1j37,True,train
1416,5i25,False,train
1417,5eok,False,val
1418,4cr9,False,train
1419,4cr5,False,train
1420,3bg8,False,train
1421,1zpb,False,train
1422,2fda,False,train
1423,1zpc,False,train
1424,5qcm,False,train
1425,6c0s,False,train
1426,4crd,False,train
1427,5tks,False,train
1428,4cra,False,train
1429,4ty6,False,train
1430,1zom,False,train
1431,4crb,False,train
1432,5exn,False,train
1433,5qck,False,train
1434,5qqo,False,removed
1435,5q0h,False,train
1436,5qcl,False,train
1437,4wxi,False,train
1438,5exm,False,train
1439,5qcn,False,train
1440,4x6m,False,train
1441,5qqp,False,removed
1442,4x6p,False,val
1443,5qtu,False,removed
1444,4y8x,False,train
1445,5exl,False,train
1446,5qtt,False,removed
1447,5tkt,False,train
1448,5e2o,False,train
1449,4x6o,False,train
1450,4crc,False,train
1451,5e2p,False,train
1452,4x6n,False,train
1453,4na8,False,train
1454,5q0d,False,train
1455,4y8y,False,train
1456,5q0e,False,train
1457,4crf,False,train
1458,4ty7,False,train
1459,4na7,False,train
1460,5q0g,False,train
1461,5tku,False,train
1462,5q0f,False,train
1463,4y8z,False,train
1464,5wb6,False,train
1465,5uv2,False,train
1466,5uv1,False,train
1467,3t0t,False,train
1468,3t07,False,train
1469,6j72,False,removed
1470,1h7a,False,removed
1471,1h79,False,train
1472,3k4d,False,train
1473,4jhz,False,train
1474,3lpg,False,train
1475,3lpf,False,train
1476,3k1j,False,removed
1477,6om2,False,removed
1478,4um9,False,train
1479,6msn,False,removed
1480,3p4r,False,train
1481,1kfy,False,train
1482,3p4q,False,train
1483,1kf6,False,train
1484,2wik,False,removed
1485,2wij,False,removed
1486,2wig,False,removed
1487,6ep4,False,train
1488,5lkr,False,train
1489,6esy,False,train
1490,6esj,False,train
1491,6eqp,False,val
1492,5k5e,False,train
1493,4xii,False,train
1494,6i0c,False,removed
1495,5dyy,False,train
1496,4bds,False,train
1497,5dyt,False,train
1498,6qaa,False,removed
1499,6qad,False,removed
1500,6i0b,False,removed
1501,6qac,False,removed
1502,6qab,False,removed
1503,5dyw,False,train
1504,6qae,False,removed
1505,4tpk,False,train
1506,6f7q,False,train
1507,5nn0,False,train
1508,1wcq,True,train
1509,1pkx,False,train
1510,5uz0,False,train
1511,1p4r,False,train
1512,1pl0,False,val
1513,5uy8,False,train
1514,2x6x,False,val
1515,2x85,False,train
1516,2x6y,False,train
1517,2x6w,False,train
1518,5gr9,False,train
1519,6ox0,False,removed
1520,4myh,False,train
1521,4wnk,False,train
1522,3v4v,False,train
1523,6rhe,False,removed
1524,2vur,False,train
1525,2x0y,False,train
1526,2cbj,False,train
1527,2wb5,False,train
1528,2xpk,False,train
1529,2j62,False,train
1530,3puj,False,train
1531,6d1u,False,train
1532,5v6y,False,train
1533,3ogm,False,train
1534,3puk,False,train
1535,6f9u,True,train
1536,4aph,True,train
1537,3bkk,True,train
1538,3bkl,True,train
1539,2ydm,False,train
1540,4bzr,True,train
1541,6f9t,True,train
1542,3l3n,True,train
1543,2oc2,True,removed
1544,1uze,True,val
1545,2xy9,True,train
1546,4ca5,True,train
1547,1o86,True,train
1548,6h5w,True,train
1549,3dri,False,train
1550,3drf,False,train
1551,3drg,False,val
1552,2ie4,False,train
1553,5m77,False,train
1554,3i73,False,removed
1555,5y86,False,train
1556,3jrx,False,train
1557,4do3,False,val
1558,2wap,False,val
1559,3qj9,False,train
1560,3qkv,False,train
1561,6mrg,False,train
1562,3k83,False,train
1563,3k7f,False,train
1564,3qk5,False,train
1565,4j5p,False,train
1566,2wj2,False,train
1567,3lj7,False,train
1568,3oj8,False,train
1569,4hbp,False,train
1570,3k84,False,train
1571,2wj1,False,train
1572,3ppm,False,train
1573,3pr0,False,train
1574,4rs0,False,train
1575,4oty,False,train
1576,6ewk,True,train
1577,2v96,True,train
1578,5bwb,True,train
1579,1gpk,True,train
1580,6g1u,True,train
1581,6g4n,True,train
1582,3zv7,True,train
1583,2j3q,True,train
1584,1w6r,True,train
1585,1w76,True,train
1586,1dx6,True,train
1587,1gqs,True,train
1588,1qti,True,train
1589,3i6m,True,train
1590,1gpn,True,train
1591,6g4m,True,train
1592,1vot,True,train
1593,6ezh,True,train
1594,5bwc,True,train
1595,6g1v,True,train
1596,6h13,True,test
1597,3i6z,True,train
1598,5nau,True,train
1599,2cmf,True,train
1600,1u65,True,train
1601,6h12,True,test
1602,6ezg,True,train
1603,6h14,True,test
1604,5nap,True,train
1605,1zgb,True,train
1606,1acj,True,train
1607,6g1w,True,train
1608,5nuu,True,train
1609,1eve,True,train
1610,1h23,True,train
1611,1w4l,True,train
1612,2w6c,True,train
1613,1hbj,True,val
1614,2ckm,True,train
1615,1h22,True,train
1616,1e66,True,train
1617,1amn,True,train
1618,4glx,False,train
1619,6pk7,False,removed
1620,3a73,False,train
1621,6ezq,False,val
1622,3cx9,False,train
1623,1hk5,False,train
1624,1hk4,False,train
1625,1h9z,False,train
1626,1ha2,False,train
1627,1hk1,False,train
1628,1hk3,False,train
1629,1hk2,False,train
1630,1gnj,False,train
1631,2ydf,False,train
1632,1gni,False,train
1633,1qon,True,train
1634,4tyb,False,train
1635,4ty8,False,train
1636,4ty9,False,val
1637,4tya,False,train
1638,4txs,False,train
1639,4iz0,False,train
1640,4ih5,False,train
1641,3bsc,False,train
1642,2jc0,False,val
1643,4ih6,False,train
1644,4j04,False,train
1645,2xwy,False,train
1646,4ih7,False,train
1647,4j06,False,train
1648,3mf5,False,train
1649,4oow,False,train
1650,2gc8,False,train
1651,3cso,False,train
1652,2qe5,False,train
1653,3d28,False,train
1654,3skh,False,train
1655,3lkh,False,train
1656,4ju6,False,train
1657,4ju7,False,train
1658,4jvq,False,train
1659,2hai,False,train
1660,4jju,False,train
1661,4mk7,False,train
1662,4ju4,False,val
1663,2d3z,False,train
1664,4j08,False,train
1665,4jjs,False,train
1666,4j0a,False,train
1667,2d41,False,train
1668,1os5,False,train
1669,4tn2,False,train
1670,2d3u,False,train
1671,1yvf,False,train
1672,3gnv,False,train
1673,4ju3,False,train
1674,3gol,False,val
1675,3hky,False,train
1676,1z4u,False,val
1677,3br9,False,train
1678,3gyn,False,train
1679,3mww,False,train
1680,3u4o,False,train
1681,4kai,False,val
1682,3u4r,False,train
1683,3ska,False,train
1684,2fvc,False,train
1685,2wcx,False,train
1686,3igv,False,train
1687,3cde,False,train
1688,2who,False,train
1689,4gmc,False,train
1690,3vqs,False,train
1691,2qe2,False,train
1692,3ske,False,val
1693,3uph,False,train
1694,3e51,False,train
1695,4mz4,False,train
1696,3cvk,False,train
1697,5czb,False,val
1698,3cwj,False,val
1699,3d5m,False,train
1700,3co9,False,train
1701,4mk9,False,train
1702,3tyv,False,train
1703,3frz,False,train
1704,3hhk,False,train
1705,3upi,False,train
1706,3tyq,False,train
1707,2yoj,False,train
1708,4dru,False,train
1709,4mka,False,train
1710,4mk8,False,train
1711,3gnw,False,train
1712,4mib,False,train
1713,6mso,False,removed
1714,3aru,False,train
1715,3as2,False,train
1716,3as3,False,train
1717,3as1,False,train
1718,3art,False,train
1719,3as0,False,train
1720,3arx,False,train
1721,3arr,False,train
1722,3arv,False,train
1723,3ary,False,train
1724,3arz,False,train
1725,3arw,False,train
1726,3arq,False,train
1727,3arp,False,train
1728,3l6x,False,train
1729,4po0,False,train
1730,4m0e,True,train
1731,6o4x,True,removed
1732,6o4w,True,removed
1733,6o50,True,removed
1734,4m0f,True,train
1735,4bdt,True,train
1736,6cqz,True,train
1737,6cqt,True,train
1738,4or0,False,train
1739,6mdq,False,train
1740,5dqf,False,train
1741,6g9f,False,test
1742,6g9s,False,removed
1743,3hkw,False,train
1744,2ha4,True,train
1745,2ha3,True,removed
1746,2ha7,True,train
1747,3zlv,True,train
1748,5fpp,True,train
1749,2whp,True,train
1750,4b85,True,train
1751,6fsd,True,val
1752,4b7z,True,train
1753,2ha6,True,train
1754,2ha5,True,train
1755,4b82,True,train
1756,4b80,True,train
1757,2ha0,True,train
1758,5dtj,True,train
1759,4b84,True,train
1760,2ha2,True,train
1761,5fum,True,train
1762,6fse,True,val
1763,4b81,True,train
1764,4b83,True,train
1765,4btl,True,train
1766,5ov9,True,train
1767,1n5r,True,train
1768,4arb,True,train
1769,4a23,True,train
1770,4ara,True,train
1771,5eie,True,train
1772,1j07,True,train
1773,4a16,True,train
1774,5ehq,True,train
1775,5fkj,True,train
1776,1q84,True,train
1777,5ehn,True,train
1778,2xup,True,train
1779,1q83,True,train
1780,2xuf,True,train
1781,2xui,True,train
1782,3cj3,False,train
1783,3cj2,False,train
1784,2i1r,False,train
1785,2o5d,False,train
1786,2hwi,False,train
1787,1nhv,False,train
1788,1nhu,False,train
1789,2hwh,False,train
1790,3cj5,False,val
1791,3cj4,False,train
1792,3fqk,False,train
1793,2dxs,False,train
1794,4kb7,False,train
1795,4kbi,False,train
1796,3phe,False,train
1797,3h59,False,train
1798,4eo8,False,train
1799,3h98,False,train
1800,3g86,False,train
1801,3h5s,False,val
1802,3h5u,False,train
1803,4eo6,False,train
1804,4nuf,False,val
1805,4pl0,False,train
1806,5b4w,False,train
1807,5tri,False,train
1808,5trh,False,train
1809,5trk,False,train
1810,5trj,False,train
1811,5pzm,False,train
1812,3fql,False,train
1813,5pzn,False,train
1814,3q0z,False,train
1815,4nld,False,train
1816,4tlr,False,train
1817,6h0b,False,train
1818,5tyj,False,train
1819,5typ,False,train
1820,5tyk,False,train
1821,5tyl,False,train
1822,5tyo,False,train
1823,5tyn,False,train
1824,3nyn,False,train
1825,6beb,False,train
1826,6bef,False,train
1827,6bec,False,train
1828,6beh,False,train
1829,6bee,False,train
1830,6bed,False,train
1831,2hwg,False,train
1832,3au6,False,removed
1833,3wmb,False,train
1834,3vtr,False,train
1835,3wmc,False,train
1836,3ozp,False,train
1837,3nsn,False,train
1838,3s6t,False,train
1839,5ech,False,val
1840,5eci,False,train
1841,5ods,False,train
1842,1utc,False,train
1843,2xzg,False,train
1844,4g55,False,train
1845,3rde,False,val
1846,5vqe,False,train
1847,4wag,False,train
1848,6gl3,False,train
1849,6euc,True,train
1850,4cff,False,train
1851,6bx6,False,train
1852,4cfe,False,train
1853,6egs,False,train
1854,5ajo,False,train
1855,5ajp,False,train
1856,5ndf,False,train
1857,1yvx,False,train
1858,1yvz,False,train
1859,3iaf,False,val
1860,3iae,False,train
1861,3d7k,False,train
1862,4xas,False,train
1863,5cnj,False,train
1864,4xaq,False,train
1865,5kzq,False,train
1866,4azt,False,train
1867,2wva,False,train
1868,2xgm,False,train
1869,2xgo,False,train
1870,2xgs,False,train
1871,5ea6,False,train
1872,5ea7,False,train
1873,5ea5,False,train
1874,5ea4,False,train
1875,5kww,False,train
1876,5ea3,False,train
1877,1fwe,False,train
1878,4fxj,False,train
1879,6gg5,False,removed
1880,6gg4,False,train
1881,4b2d,False,train
1882,6gg3,False,removed
1883,6nu1,False,removed
1884,1t5a,False,train
1885,6nu5,False,removed
1886,4fxf,False,train
1887,1rti,False,train
1888,5vqu,False,removed
1889,5vqq,False,removed
1890,4qag,False,train
1891,1tv6,False,train
1892,5vqw,False,train
1893,5vqs,False,train
1894,5vqt,False,removed
1895,5vqr,False,train
1896,3qo9,False,train
1897,2hny,False,train
1898,3ig1,False,train
1899,1tkt,False,train
1900,2won,False,train
1901,1tl3,False,train
1902,1bqn,False,train
1903,1ikv,False,train
1904,5vqy,False,train
1905,2i5j,False,train
1906,5vqx,False,val
1907,5tuq,False,train
1908,5vqz,False,val
1909,5vqv,False,removed
1910,1rth,False,train
1911,2jle,False,train
1912,1tl1,False,train
1913,3is9,False,train
1914,1tkz,False,train
1915,3lp2,False,train
1916,3qip,False,train
1917,3lp1,False,val
1918,3lp0,False,train
1919,3di6,False,train
1920,4i7f,False,train
1921,1vru,False,train
1922,1vrt,False,train
1923,1bqm,False,train
1924,6duh,False,train
1925,1rev,False,train
1926,1tvr,False,train
1927,6c0r,False,train
1928,3e01,False,train
1929,1tkx,False,train
1930,5uv5,False,train
1931,4o44,False,train
1932,4ncg,False,train
1933,4o4g,False,train
1934,3ith,False,train
1935,1rt1,False,train
1936,6duf,False,train
1937,1jlq,False,train
1938,1ikx,False,train
1939,1rt2,False,train
1940,1dtq,False,train
1941,6dtw,False,removed
1942,1iky,False,val
1943,6dug,False,train
1944,1dtt,False,train
1945,6oe3,False,removed
1946,1uwb,False,train
1947,6dtx,False,removed
1948,3t1a,False,train
1949,6c0n,False,train
1950,3tam,False,train
1951,2rf2,False,train
1952,3dya,False,train
1953,3i0r,False,train
1954,4h4m,False,train
1955,1ikw,False,train
1956,3t19,False,train
1957,3c6t,False,train
1958,3m8p,False,train
1959,5tw3,False,train
1960,2be2,False,train
1961,5c42,False,train
1962,3c6u,False,train
1963,2ban,False,train
1964,3i0s,False,train
1965,3irx,False,train
1966,2b5j,False,train
1967,3drs,False,train
1968,3drr,False,train
1969,3m8q,False,train
1970,3drp,False,train
1971,1u0g,False,train
1972,3aho,False,train
1973,3ahn,False,train
1974,4kqr,False,val
1975,4kqq,False,val
1976,4kqo,False,train
1977,4ool,False,train
1978,4l0l,False,train
1979,6un1,False,removed
1980,6un3,False,removed
1981,1qpb,False,train
1982,4lh2,False,train
1983,4lh3,False,train
1984,5z66,False,removed
1985,4nhy,False,val
1986,4nhx,False,train
1987,4y2p,False,train
1988,4y2q,False,train
1989,4y2j,False,train
1990,4y2u,False,train
1991,1zd3,False,train
1992,1zd2,False,train
1993,5ai4,False,train
1994,5ak6,False,train
1995,1zd4,False,train
1996,5ai0,False,train
1997,3wkc,False,train
1998,3wkd,False,train
1999,5aib,False,train
2000,4y2t,False,train
2001,5ai8,False,train
2002,3wk7,False,train
2003,5akk,False,train
2004,4y2v,False,train
2005,3wk9,False,train
2006,3wkb,False,train
2007,5ak4,False,train
2008,4y2s,False,train
2009,5aic,False,train
2010,3wk8,False,train
2011,5alv,False,train
2012,5ai6,False,train
2013,5akg,False,train
2014,3wka,False,train
2015,3wk5,False,train
2016,1zd5,False,train
2017,5alt,False,train
2018,6i5g,False,removed
2019,5am2,False,train
2020,4y2y,False,train
2021,5ak3,False,train
2022,3wk4,False,train
2023,5alw,False,train
2024,5aia,False,train
2025,3wk6,False,val
2026,5akz,False,train
2027,5alx,False,train
2028,6hgv,False,removed
2029,5alj,False,train
2030,5all,False,train
2031,5am5,False,train
2032,5akj,False,val
2033,5am0,False,train
2034,5ale,False,train
2035,5ald,False,train
2036,5aki,False,train
2037,5alo,False,train
2038,3ans,False,train
2039,4y2x,False,train
2040,5alm,False,train
2041,5aln,False,train
2042,5akh,False,train
2043,5alk,False,train
2044,5ai9,False,train
2045,5alf,False,train
2046,5aly,False,train
2047,1vj5,False,train
2048,5am4,False,train
2049,5ai5,False,train
2050,5akl,False,train
2051,5alh,False,train
2052,5ali,False,train
2053,5alp,False,train
2054,5alr,False,train
2055,5ak5,False,train
2056,6hgx,False,removed
2057,3otq,False,train
2058,5alg,False,train
2059,4j03,False,train
2060,5alu,False,train
2061,5als,False,train
2062,4x6y,False,train
2063,5fp0,False,train
2064,3koo,False,train
2065,5ake,False,train
2066,6fr2,False,train
2067,3ant,False,train
2068,4hai,False,train
2069,3i1y,False,train
2070,5alz,False,train
2071,3i28,False,train
2072,5am3,False,train
2073,5am1,False,train
2074,4jnc,False,train
2075,4x6x,False,train
2076,3wke,False,train
2077,4od0,False,train
2078,6aum,False,train
2079,4ocz,False,train
2080,4wbo,False,train
2081,4l9i,False,train
2082,3qc9,False,removed
2083,4pni,False,train
2084,1e8h,False,removed
2085,5ws3,False,train
2086,5wqc,False,train
2087,3th0,False,train
2088,1g98,False,train
2089,1koj,False,train
2090,3gbe,False,train
2091,1ajp,False,train
2092,1ai4,False,train
2093,1ajn,False,train
2094,1ai5,False,train
2095,1ai6,False,train
2096,1ai7,False,train
2097,1ajq,False,train
2098,1gzv,False,train
2099,2pwd,False,train
2100,2pwg,False,train
2101,6bmr,False,train
2102,6mdd,False,removed
2103,6bmv,False,train
2104,6bmx,False,train
2105,5ehp,False,train
2106,3o5x,False,train
